看似	看似	AUX	cop	簡單	簡單	ADJ	1
先鋒	先鋒	NOUN	case:suff	號	號	PART	1
號	號	PART	nsubj	準備	準備	VERB	1
累計	累計	VERB	acl	準備	準備	VERB	1
運行	運行	VERB	xcomp	累計	累計	VERB	1
14.5萬	14.5萬	NUM	nummod	公里	公里	NOUN	1
公里	公里	NOUN	obj	運行	運行	VERB	1
後	後	ADP	mark	累計	累計	VERB	1
返回	返回	VERB	acl	準備	準備	VERB	1
浦鎮	浦鎮	PROPN	case:suff	廠	廠	PART	1
廠	廠	PART	obj	返回	返回	VERB	1
進行	進行	VERB	xcomp	準備	準備	VERB	1
和	和	CCONJ	cc	擴編	擴編	VERB	1
擴編	擴編	VERB	conj	進行	進行	VERB	1
改造	改造	NOUN	obj	擴編	擴編	VERB	1
Kekal	Kekal	X	det	Jeff	Jeff	X	1
的	的	PART	case:dec	Kekal	Kekal	X	1
Jeff	Jeff	X	nsubj	說	說	VERB	1
Arwadi	Arwadi	X	flat:foreign	Jeff	Jeff	X	1
提醒	提醒	VERB	acl	說	說	VERB	1
「	「	PUNCT	punct	認為	認為	VERB	1
建立	建立	VERB	csubj	帶來	帶來	VERB	1
新	新	ADJ	amod	類型	類型	NOUN	1
子	子	PART	case:pref	類型	類型	NOUN	1
類型	類型	NOUN	obj	建立	建立	VERB	2
只	只	ADV	advmod	帶來	帶來	VERB	1
帶來	帶來	VERB	dep	認為	認為	VERB	1
限制	限制	NOUN	obj	帶來	帶來	VERB	1
我	我	PRON	nsubj	認為	認為	VERB	1
認為	認為	VERB	ccomp	說	說	VERB	1
建立	建立	VERB	acl	限制	限制	VERB	1
個	個	NOUN	clf	類型	類型	NOUN	1
子	子	NOUN	case:pref	類型	類型	NOUN	1
去	去	VERB	mark	限制	限制	VERB	1
限制	限制	VERB	csubj	方式	方式	NOUN	1
創意	創意	NOUN	obj	限制	限制	VERB	1
與	與	CCONJ	cc	表現	表現	NOUN	1
表現	表現	NOUN	conj	創意	創意	NOUN	1
明智	明智	ADJ	amod	方式	方式	NOUN	1
的	的	PART	mark:relcl	明智	明智	ADJ	1
方式	方式	NOUN	ccomp	認為	認為	VERB	1
」	」	PUNCT	punct	認為	認為	VERB	1
仿	仿	VERB	acl:relcl	車輛	車輛	NOUN	1
古典	古典	NOUN	nmod	類型	類型	NOUN	1
作品	作品	NOUN	nmod	類型	類型	NOUN	1
類型	類型	NOUN	obj	仿	仿	VERB	1
的	的	PART	mark:relcl	仿	仿	VERB	1
改裝	改裝	NOUN	nmod	車輛	車輛	NOUN	1
車輛	車輛	NOUN	nsubj	成	成	VERB	1
開發	開發	VERB	acl:relcl	主流	主流	NOUN	1
車輛	車輛	NOUN	obj	開發	開發	VERB	1
例如	例如	VERB	dep	開放	開放	VERB	1
遊戲	遊戲	NOUN	appos	西遊	西遊	NOUN	1
夢幻	夢幻	ADJ	amod	西遊	西遊	NOUN	1
西遊	西遊	NOUN	nsubj	定名	定名	VERB	1
將	將	VERB	aux:caus	定名	定名	VERB	1
日	日	NOUN	obj	定名	定名	VERB	1
定名	定名	VERB	ccomp	例如	例如	VERB	1
單	單	NUM	nummod	身	身	NOUN	1
身	身	NOUN	case:suff	節	節	PART	1
節	節	PART	obj	為	為	VERB	1
玩家	玩家	NOUN	nsubj	領取	領取	VERB	1
在	在	ADP	case	當天	當天	NOUN	1
當天	當天	NOUN	obl	領取	領取	VERB	1
可以	可以	AUX	aux	領取	領取	VERB	1
領取	領取	VERB	dep	開放	開放	VERB	1
節日	節日	NOUN	nmod	禮物	禮物	NOUN	1
禮物	禮物	NOUN	obj	領取	領取	VERB	1
並	並	ADV	mark	開放	開放	VERB	1
光棍	光棍	PART	case:suff	節	節	PART	1
節	節	PART	nmod	活動	活動	NOUN	1
系列	系列	NOUN	nmod	活動	活動	NOUN	1
活動	活動	NOUN	obj	開放	開放	VERB	1
在	在	ADP	case	節	節	PART	1
光棍	光棍	NOUN	case:suff	節	節	PART	6
節	節	PART	obl	選擇	選擇	VERB	1
天	天	NOUN	appos	節	節	PART	1
部分	部分	NOUN	nmod	光棍	光棍	NOUN	1
「	「	PUNCT	punct	光棍	光棍	NOUN	1
光棍	光棍	NOUN	nsubj	選擇	選擇	VERB	1
」	」	PUNCT	punct	光棍	光棍	NOUN	1
各式各樣	各式各樣	NOUN	det	方式	方式	NOUN	1
的	的	PART	case:dec	各式各樣	各式各樣	NOUN	1
慶祝	慶祝	NOUN	nmod	方式	方式	NOUN	1
方式	方式	NOUN	obj	選擇	選擇	VERB	1
由	由	ADP	case	1	1	NUM	1
1	1	NUM	obl	延伸	延伸	VERB	1
延伸	延伸	VERB	dep	以	以	VERB	1
日	日	NOUN	nsubj	稱	稱	VERB	2
稱	稱	VERB	dep	以	以	VERB	3
「	「	PUNCT	punct	節	節	PART	3
小	小	PART	case:pref	光棍	光棍	NOUN	1
節	節	PART	obj	稱	稱	VERB	3
」	」	PUNCT	punct	節	節	PART	3
和	和	CCONJ	cc	日	日	NOUN	1
中	中	PART	case:pref	光棍	光棍	NOUN	1
日	日	NOUN	nsubj:pass	稱	稱	VERB	1
個	個	NOUN	nmod	1	1	NUM	1
1	1	NUM	obj	有	有	VERB	1
所以	所以	ADV	mark	稱	稱	VERB	1
大	大	PART	case:pref	光棍	光棍	NOUN	2
其中	其中	NOUN	advmod	以	以	VERB	1
日	日	NOUN	det	節	節	PART	1
節	節	PART	nsubj	節	節	PART	1
為	為	AUX	cop	節	節	PART	1
說	說	VERB	acl:relcl	節	節	PART	1
節	節	PART	ccomp	以	以	VERB	1
日	日	NOUN	obl	止	止	VERB	1
止	止	VERB	acl	幣	幣	PART	1
淘寶	淘寶	PROPN	nmod	額	額	PART	1
全日	全日	NOUN	nmod	額	額	PART	1
營業	營業	VERB	case:suff	額	額	PART	1
350.19億	350.19億	NUM	nummod	元	元	NOUN	1
幣	幣	PART	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	幣	幣	PART	1
解決	解決	VERB	dep	爆發	爆發	VERB	1
永昌	永昌	PROPN	nmod	大君	大君	PROPN	1
大君	大君	PROPN	obj	解決	解決	VERB	1
之後	之後	ADP	mark	解決	解決	VERB	1
個	個	NOUN	nmod	問題	問題	NOUN	1
問題	問題	NOUN	nsubj	就是	就是	VERB	1
就是	就是	VERB	dep	爆發	爆發	VERB	1
怎麼	怎麼	ADV	advmod	處置	處置	VERB	1
處置	處置	VERB	xcomp	就是	就是	VERB	1
仁穆	仁穆	PROPN	nmod	大妃	大妃	NOUN	1
大妃	大妃	NOUN	obj	處置	處置	VERB	1
此	此	PRON	obl	爆發	爆發	VERB	1
從	從	ADP	case	1613	1613	NUM	1
1613	1613	NUM	obl	到	到	VERB	1
到	到	VERB	acl	爆發	爆發	VERB	1
1617	1617	NUM	nummod	年	年	NOUN	1
朝政	朝政	NOUN	nsubj	爆發	爆發	VERB	1
了	了	PART	case:aspect	爆發	爆發	VERB	1
次	次	NOUN	clf	爭議	爭議	NOUN	1
規模	規模	NOUN	det	爭議	爭議	NOUN	1
爭議	爭議	NOUN	obj	爆發	爆發	VERB	1
當	當	ADP	case	等	等	VERB	1
電流	電流	NOUN	nsubj	等	等	VERB	1
等	等	VERB	ccomp	得到	得到	VERB	1
零	零	NUM	obj	等	等	VERB	1
時	時	ADP	mark	等	等	VERB	1
量度	量度	VERB	acl	得到	得到	VERB	1
截止	截止	NOUN	nmod	電壓	電壓	NOUN	1
電壓	電壓	NOUN	obj	量度	量度	VERB	1
就	就	ADV	mark	得到	得到	VERB	1
光	光	NOUN	nmod	電子	電子	NOUN	1
電子	電子	NOUN	det	動能	動能	NOUN	1
的	的	PART	case:dec	電子	電子	NOUN	2
最大	最大	ADJ	amod	動能	動能	NOUN	1
動能	動能	NOUN	obj	得到	得到	VERB	1
金箔	金箔	NOUN	nmod	器	器	PART	1
驗電	驗電	VERB	case:suff	器	器	PART	1
可以	可以	AUX	aux	用	用	VERB	2
偵測	偵測	VERB	xcomp	用	用	VERB	1
靜電	靜電	NOUN	obj	偵測	偵測	VERB	1
8.22	8.22	NUM	nummod	平方公里	平方公里	NOUN	1
1164	1164	NUM	nummod	人	人	NOUN	1
麗茲	麗茲	PROPN	nsubj	決定	決定	VERB	1
回想	回想	VERB	acl	決定	決定	VERB	1
在	在	VERB	acl:relcl	生活	生活	NOUN	1
生活	生活	NOUN	obj	回想	回想	VERB	1
覺得	覺得	VERB	acl	決定	決定	VERB	1
離開	離開	VERB	csubj	沒	沒	VERB	1
也	也	ADV	mark	沒	沒	VERB	1
沒	沒	VERB	ccomp	覺得	覺得	VERB	1
什麼	什麼	PRON	nsubj	大不了	大不了	ADJ	1
大不了	大不了	ADJ	ccomp	沒	沒	VERB	1
的	的	X	discourse	覺得	覺得	VERB	1
於是	於是	ADV	mark	決定	決定	VERB	1
人	人	NOUN	nsubj	決定	決定	VERB	1
一起	一起	NOUN	advmod	去	去	VERB	1
去	去	VERB	xcomp	決定	決定	VERB	1
一	一	NUM	nummod	趟	趟	NOUN	1
趟	趟	NOUN	advmod	去	去	VERB	1
州	州	PART	obj	去	去	VERB	1
9,322	9,322	NUM	nummod	人	人	NOUN	1
想像	想像	VERB	root	ROOT	ROOT	ROOT	1
個	個	NOUN	clf	男孩	男孩	NOUN	1
男孩	男孩	NOUN	nsubj	擠眉弄眼	擠眉弄眼	VERB	1
正	正	ADV	advmod	擠眉弄眼	擠眉弄眼	VERB	1
為了	為了	ADP	case	正	正	ADV	1
向	向	ADP	case	同伴	同伴	NOUN	1
他	他	PRON	det	同伴	同伴	NOUN	1
同伴	同伴	NOUN	obl	暗示	暗示	VERB	1
暗示	暗示	VERB	xcomp	正	正	ADV	1
些	些	ADJ	amod	什麼	什麼	PRON	1
什麼	什麼	PRON	obj	暗示	暗示	VERB	1
,	,	PUNCT	punct	擠眉弄眼	擠眉弄眼	VERB	1
而	而	ADV	mark	擠眉弄眼	擠眉弄眼	VERB	1
不停	不停	VERB	acl	擠眉弄眼	擠眉弄眼	VERB	1
的	的	PART	mark:advb	擠眉弄眼	擠眉弄眼	VERB	1
擠眉弄眼	擠眉弄眼	VERB	dep	帶有	帶有	VERB	1
;	;	PUNCT	punct	帶有	帶有	VERB	1
個	個	NOUN	nmod	男孩	男孩	NOUN	1
男孩	男孩	NOUN	nsubj	帶有	帶有	VERB	1
走	走	VERB	acl	帶有	帶有	VERB	1
進來	進來	VERB	mark	走	走	VERB	1
,	,	PUNCT	punct	帶有	帶有	VERB	3
看到	看到	VERB	acl	帶有	帶有	VERB	1
這	這	DET	det	幕	幕	NOUN	1
一	一	NUM	nummod	幕	幕	NOUN	1
幕	幕	NOUN	obj	看到	看到	VERB	1
開始	開始	VERB	acl	帶有	帶有	VERB	1
起來	起來	VERB	mark	模仿	模仿	VERB	1
甚至	甚至	ADV	mark	帶有	帶有	VERB	1
還	還	ADV	mark	帶有	帶有	VERB	1
帶有	帶有	VERB	ccomp	想像	想像	VERB	1
點	點	ADJ	amod	意味	意味	NOUN	1
玩笑	玩笑	NOUN	nmod	意味	意味	NOUN	1
意味	意味	NOUN	obj	帶有	帶有	VERB	1
.	.	PUNCT	punct	想像	想像	VERB	1
然而	然而	ADV	mark	有些	有些	VERB	1
這	這	PRON	nsubj	有些	有些	VERB	1
與	與	ADP	case	目標	目標	NOUN	1
目標	目標	NOUN	obl	有些	有些	VERB	1
仍	仍	ADV	advmod	有些	有些	VERB	2
差異	差異	NOUN	obj	有些	有些	VERB	1
年	年	NOUN	nmod:tmod	遊歷	遊歷	VERB	1
他	他	PRON	nsubj	遊歷	遊歷	VERB	1
與	與	ADP	case	艾麗卡	艾麗卡	PROPN	1
艾麗卡	艾麗卡	PROPN	obl	遊歷	遊歷	VERB	1
遊歷	遊歷	VERB	root	ROOT	ROOT	ROOT	1
了	了	PART	case:aspect	遊歷	遊歷	VERB	1
北	北	NOUN	nmod	非	非	PROPN	1
非	非	PROPN	obj	遊歷	遊歷	VERB	1
.	.	PUNCT	punct	遊歷	遊歷	VERB	1
如	如	ADP	case	用光	用光	VERB	1
將	將	VERB	aux:caus	用光	用光	VERB	1
他	他	PRON	det	餘額	餘額	NOUN	1
學期	學期	NOUN	nmod	餘額	餘額	NOUN	1
餘額	餘額	NOUN	obj	用光	用光	VERB	1
(	(	PUNCT	punct	外加	外加	VERB	1
學習	學習	NOUN	nmod	時間	時間	NOUN	1
時間	時間	NOUN	nsubj	外加	外加	VERB	1
外加	外加	VERB	appos	餘額	餘額	NOUN	1
個	個	NOUN	clf	學期	學期	NOUN	1
學期	學期	NOUN	obj	外加	外加	VERB	1
)	)	PUNCT	punct	外加	外加	VERB	1
用光	用光	VERB	xcomp	支付	支付	VERB	1
,	,	PUNCT	punct	支付	支付	VERB	1
就	就	ADV	mark	支付	支付	VERB	1
必須	必須	AUX	aux	支付	支付	VERB	1
支付	支付	VERB	root	ROOT	ROOT	ROOT	1
500	500	NUM	nummod	元	元	PART	1
歐	歐	PROPN	nmod	元	元	PART	1
元	元	PART	det	學費	學費	NOUN	1
長期	長期	NOUN	nmod	學費	學費	NOUN	1
學習	學習	NOUN	nmod	學費	學費	NOUN	1
學費	學費	NOUN	obj	支付	支付	VERB	1
.	.	PUNCT	punct	支付	支付	VERB	1
年	年	NOUN	nmod:tmod	舉辦	舉辦	VERB	1
阿勞	阿勞	PROPN	nsubj	舉辦	舉辦	VERB	1
城	城	PART	obj	在	在	VERB	2
舉辦	舉辦	VERB	dep	是	是	VERB	1
貝多芬	貝多芬	PROPN	nmod	曲	曲	PART	1
全套	全套	DET	det	曲	曲	PART	1
鋼琴	鋼琴	NOUN	nmod	曲	曲	PART	1
協奏	協奏	NOUN	case:suff	曲	曲	PART	1
曲	曲	PART	det	會	會	PART	1
奏鳴	奏鳴	NOUN	case:suff	曲	曲	PART	1
的	的	PART	case:dec	曲	曲	PART	1
系列	系列	NOUN	nmod	會	會	PART	1
會	會	PART	obj	舉辦	舉辦	VERB	1
他	他	PRON	nsubj	聯繫	聯繫	VERB	1
次	次	NOUN	advmod	聯繫	聯繫	VERB	1
全身	全身	NOUN	advmod	投入	投入	VERB	1
投入	投入	VERB	acl	聯繫	聯繫	VERB	1
地	地	PART	mark:advb	聯繫	聯繫	VERB	2
把	把	VERB	aux:caus	聯繫	聯繫	VERB	1
自己	自己	PRON	obj	聯繫	聯繫	VERB	1
與	與	ADP	case	貝多芬	貝多芬	PROPN	1
貝多芬	貝多芬	PROPN	obl	聯繫	聯繫	VERB	1
緊密	緊密	ADJ	advmod	聯繫	聯繫	VERB	1
聯繫	聯繫	VERB	ccomp	是	是	VERB	1
在	在	VERB	mark	聯繫	聯繫	VERB	1
一起	一起	NOUN	obj	聯繫	聯繫	VERB	1
他	他	PRON	nsubj	撰寫	撰寫	VERB	1
花費	花費	VERB	acl	撰寫	撰寫	VERB	1
年	年	NOUN	clf	時間	時間	NOUN	1
時間	時間	NOUN	obj	花費	花費	VERB	1
,	,	PUNCT	punct	撰寫	撰寫	VERB	1
來	來	ADV	mark	撰寫	撰寫	VERB	1
撰寫	撰寫	VERB	root	ROOT	ROOT	ROOT	1
個	個	NOUN	clf	關係	關係	NOUN	1
關係	關係	NOUN	obj	撰寫	撰寫	VERB	1
.	.	PUNCT	punct	撰寫	撰寫	VERB	1
鮑亞士	鮑亞士	PROPN	nsubj	相信	相信	VERB	1
轉	轉	VERB	acl	相信	相信	VERB	1
而	而	ADV	mark	相信	相信	VERB	1
相信	相信	VERB	dep	說	說	VERB	1
我	我們	PRON	nsubj	無法	無法	VERB	1
無法	無法	VERB	ccomp	相信	相信	VERB	1
證實	證實	VERB	xcomp	無法	無法	VERB	1
存在	存在	VERB	xcomp	證實	證實	VERB	1
著	著	PART	case:aspect	存在	存在	VERB	1
全面	全面	ADJ	amod	模式	模式	NOUN	1
的	的	PART	mark:relcl	全面	全面	ADJ	1
社會	社會	NOUN	nmod	模式	模式	NOUN	1
發展	發展	NOUN	nmod	模式	模式	NOUN	1
模式	模式	NOUN	obj	存在	存在	VERB	1
;	;	PUNCT	punct	說	說	VERB	1
他	他	PRON	obl	說	說	VERB	1
沒有	沒有	VERB	acl	只有	只有	VERB	1
單一	單一	ADJ	amod	歷史	歷史	NOUN	1
的	的	PART	mark:relcl	單一	單一	ADJ	1
歷史	歷史	NOUN	obj	沒有	沒有	VERB	1
而是	而是	ADV	mark	只有	只有	VERB	1
只有	只有	VERB	xcomp	說	說	VERB	1
複數	複數	NOUN	det	歷史	歷史	NOUN	1
的	的	PART	case:dec	複數	複數	NOUN	1
歷史	歷史	NOUN	obj	只有	只有	VERB	1
但是	但是	ADV	mark	體現	體現	VERB	1
該	該	DET	det	小說	小說	NOUN	1
小說	小說	NOUN	nsubj	體現	體現	VERB	1
以	以	VERB	acl	體現	體現	VERB	1
搞笑	搞笑	ADJ	csubj	主	主	ADJ	1
僅僅	僅僅	ADV	advmod	是	是	VERB	1
是	是	VERB	acl	體現	體現	VERB	1
化用	化用	VERB	xcomp	是	是	VERB	1
了	了	PART	case:aspect	化用	化用	VERB	1
克蘇魯	克蘇魯	PROPN	nmod	神話	神話	NOUN	1
神話	神話	NOUN	det	們	們	PART	1
邪神	邪神	NOUN	case:suff	們	們	PART	1
們	們	PART	det	名分	名分	NOUN	1
名分	名分	NOUN	obj	化用	化用	VERB	1
不能	不能	AUX	aux	體現	體現	VERB	1
出	出	VERB	mark	體現	體現	VERB	1
原著	原著	NOUN	nmod	角色	角色	NOUN	1
中	中	ADP	acl	原著	原著	NOUN	1
這些	這些	DET	det	角色	角色	NOUN	1
角色	角色	NOUN	det	特徵	特徵	NOUN	1
特徵	特徵	NOUN	obj	體現	體現	VERB	1
克基拉	克基拉	PROPN	nmod	古城	古城	NOUN	2
古城	古城	NOUN	nsubj:pass	評	評	VERB	1
組織	組織	NOUN	nsubj	評	評	VERB	1
世界	世界	NOUN	nmod	遺產	遺產	NOUN	1
遺產	遺產	NOUN	obj	評	評	VERB	1
古城	古城	NOUN	nmod	起源	起源	NOUN	1
建造	建造	VERB	acl:relcl	起源	起源	NOUN	1
起源	起源	NOUN	nsubj	追溯	追溯	VERB	1
要	要	AUX	aux	追溯	追溯	VERB	1
至	至	ADP	mark	追溯	追溯	VERB	1
8	8	NUM	nummod	世紀	世紀	NOUN	1
世紀	世紀	NOUN	obj	追溯	追溯	VERB	1
安東尼	安東尼	PROPN	nsubj	娶	娶	VERB	1
為了	為了	ADP	case	重修	重修	VERB	1
和	和	ADP	case	屋大維	屋大維	PROPN	1
屋大維	屋大維	PROPN	obl	重修	重修	VERB	1
重修	重修	VERB	xcomp	娶	娶	VERB	1
和好	和好	NOUN	obj	重修	重修	VERB	1
,	,	PUNCT	punct	娶	娶	VERB	1
娶	娶	VERB	root	ROOT	ROOT	ROOT	1
了	了	PART	case:aspect	娶	娶	VERB	1
屋大維	屋大維	PROPN	det	姐姐	姐姐	NOUN	1
的	的	PART	case:dec	屋大維	屋大維	PROPN	1
姐姐	姐姐	NOUN	appos	屋大薇	屋大薇	PROPN	1
小	小	PART	case:pref	屋大薇	屋大薇	PROPN	1
屋大薇	屋大薇	PROPN	nsubj	妻	妻	NOUN	1
.	.	PUNCT	punct	娶	娶	VERB	1
而	而	ADV	mark	駛	駛	VERB	1
莫爾庫斯	莫爾庫斯	PROPN	nsubj	看到	看到	VERB	1
得知	得知	VERB	acl	看到	看到	VERB	1
女王	女王	NOUN	det	艦隊	艦隊	NOUN	1
的	的	PART	case:dec	女王	女王	NOUN	1
艦隊	艦隊	NOUN	nmod	厄運	厄運	NOUN	1
厄運	厄運	NOUN	obj	得知	得知	VERB	1
又	又	ADV	mark	看到	看到	VERB	1
看到	看到	VERB	dep	駛	駛	VERB	1
她	她	PRON	det	船隻	船隻	NOUN	1
部分	部分	NOUN	nmod	船隻	船隻	NOUN	1
船隻	船隻	NOUN	nmod	情形	情形	NOUN	1
出現	出現	VERB	acl:relcl	情形	情形	NOUN	1
在	在	ADP	case	海岸	海岸	NOUN	1
希臘	希臘	PROPN	nmod	海岸	海岸	NOUN	1
海岸	海岸	NOUN	obl	出現	出現	VERB	1
殘破	殘破	ADJ	amod	情形	情形	NOUN	1
情形	情形	NOUN	obj	看到	看到	VERB	1
,	,	PUNCT	punct	駛	駛	VERB	1
於是	於是	ADV	mark	駛	駛	VERB	1
莫爾庫斯	莫爾庫斯	PROPN	nsubj	駛	駛	VERB	1
帶	帶	VERB	acl	駛	駛	VERB	1
自己	自己	PRON	det	艦隊	艦隊	NOUN	1
艦隊	艦隊	NOUN	obj	帶	帶	VERB	1
駛	駛	VERB	root	ROOT	ROOT	ROOT	1
向	向	VERB	mark	駛	駛	VERB	1
海	海	PART	obj	駛	駛	VERB	1
.	.	PUNCT	punct	駛	駛	VERB	1
1918	1918	NUM	nummod	年	年	PART	1
年	年	PART	nmod:tmod	獲得	獲得	VERB	1
威斯康辛	威斯康辛	PROPN	nmod	大學	大學	NOUN	1
學	學	PART	nmod	學位	學位	NOUN	1
教	教	PART	nmod	歷史	歷史	NOUN	1
歷史	歷史	NOUN	nmod	行動	行動	NOUN	1
,	,	PUNCT	punct	行動	行動	NOUN	1
個	個	NOUN	clf	行動	行動	NOUN	1
關鍵	關鍵	NOUN	case:suff	性	性	PART	1
性	性	PART	det	行動	行動	NOUN	1
行動	行動	NOUN	dep	建立	建立	VERB	1
社群	社群	NOUN	nsubj	建立	建立	VERB	1
因而	因而	ADV	mark	建立	建立	VERB	1
能夠	能夠	AUX	aux	建立	建立	VERB	1
獨自	獨自	ADJ	det	政治	政治	NOUN	1
的	的	PART	case:dec	獨自	獨自	ADJ	1
伊斯蘭	伊斯蘭	PROPN	nmod	政治	政治	NOUN	1
政治	政治	NOUN	obj	建立	建立	VERB	1
自衛	自衛	VERB	case:suff	性	性	PART	1
性	性	PART	det	組織	組織	NOUN	1
軍事	軍事	NOUN	nmod	組織	組織	NOUN	1
組織	組織	NOUN	conj	政治	政治	NOUN	1
禮拜	禮拜	NOUN	nmod	朝向	朝向	NOUN	1
朝向	朝向	NOUN	nsubj	專用	專用	ADJ	1
專用	專用	ADJ	amod	針	針	PART	1
指南	指南	VERB	case:suff	針	針	PART	2
針	針	PART	nsubj	有	有	VERB	1
一定	一定	ADV	advmod	針	針	PART	1
是	是	AUX	cop	針	針	PART	1
個	個	NOUN	nmod	針	針	PART	1
獨立	獨立	ADJ	amod	針	針	PART	1
針	針	PART	acl	有	有	VERB	1
鑲	鑲	VERB	xcomp	有	有	VERB	1
在	在	VERB	mark	鑲	鑲	VERB	1
手錶	手錶	NOUN	obj	鑲	鑲	VERB	1
上	上	NOUN	acl	手錶	手錶	NOUN	1
克莉絲汀	克莉絲汀	PROPN	nsubj	贏取	贏取	VERB	1
2000	2000	NUM	nummod	年度	年度	NOUN	1
年度	年度	NOUN	nmod	禮	禮	PART	1
格林美	格林美	PROPN	nmod	禮	禮	PART	1
頒獎	頒獎	VERB	case:suff	禮	禮	PART	1
禮	禮	PART	obl	贏取	贏取	VERB	1
贏取	贏取	VERB	dep	提名	提名	VERB	1
了	了	PART	case:aspect	贏取	贏取	VERB	1
最佳	最佳	ADJ	amod	歌手	歌手	NOUN	2
新晉	新晉	NOUN	nmod	歌手	歌手	NOUN	1
歌手	歌手	NOUN	obj	贏取	贏取	VERB	1
,	,	PUNCT	punct	提名	提名	VERB	1
她	她	PRON	nsubj:pass	提名	提名	VERB	1
亦	亦	ADV	mark	提名	提名	VERB	1
因為	因為	ADP	case	精靈	精靈	NOUN	1
《	《	PUNCT	punct	精靈	精靈	NOUN	1
瓶中	瓶中	NOUN	nmod	精靈	精靈	NOUN	1
精靈	精靈	NOUN	obl	提名	提名	VERB	1
》	》	PUNCT	punct	精靈	精靈	NOUN	1
而	而	ADV	mark	提名	提名	VERB	1
提名	提名	VERB	root	ROOT	ROOT	ROOT	1
流行	流行	ADJ	case:suff	樂	樂	PART	1
樂	樂	PART	nmod	歌手	歌手	NOUN	1
歌手	歌手	NOUN	obj	提名	提名	VERB	1
.	.	PUNCT	punct	提名	提名	VERB	1
她	她	PRON	nsubj	認為	認為	VERB	1
比起	比起	ADP	case	模樣	模樣	NOUN	1
過去	過去	NOUN	nmod	模樣	模樣	NOUN	1
種	種	NOUN	clf	模樣	模樣	NOUN	1
世人	世人	NOUN	nmod	模樣	模樣	NOUN	1
眼中	眼中	NOUN	nmod	模樣	模樣	NOUN	1
她	她	PRON	nsubj	清純	清純	ADJ	1
清純	清純	ADJ	amod	模樣	模樣	NOUN	1
的	的	PART	mark:relcl	清純	清純	ADJ	2
模樣	模樣	NOUN	obl	符合	符合	VERB	1
現在	現在	NOUN	nmod	形象	形象	NOUN	1
種	種	NOUN	clf	形象	形象	NOUN	1
性感	性感	ADJ	amod	形象	形象	NOUN	1
的	的	PART	mark:relcl	性感	性感	ADJ	1
形象	形象	NOUN	nsubj	符合	符合	VERB	1
比	比	ADP	case	形象	形象	NOUN	1
年	年	NOUN	clf	形象	形象	NOUN	1
那	那	DET	det	形象	形象	NOUN	1
清純	清純	ADJ	amod	形象	形象	NOUN	1
形象	形象	NOUN	obl	符合	符合	VERB	1
符合	符合	VERB	ccomp	認為	認為	VERB	1
她	她	PRON	det	性格	性格	NOUN	1
性格	性格	NOUN	obj	符合	符合	VERB	1
然而	然而	ADV	mark	公開	公開	VERB	1
她	她	PRON	nsubj	公開	公開	VERB	1
公開	公開	VERB	root	ROOT	ROOT	ROOT	1
宣佈	宣佈	VERB	xcomp	公開	公開	VERB	1
她	她	PRON	nsubj	計劃	計劃	VERB	1
已	已	ADV	advmod	計劃	計劃	VERB	1
計劃	計劃	VERB	ccomp	宣佈	宣佈	VERB	1
下	下	DET	det	張	張	NOUN	1
張	張	NOUN	nmod	專輯	專輯	NOUN	1
專輯	專輯	NOUN	nsubj	有	有	VERB	1
有	有	VERB	ccomp	計劃	計劃	VERB	1
深度	深度	NOUN	obj	有	有	VERB	2
、	、	PUNCT	punct	耐聽	耐聽	ADJ	1
更	更	ADV	advmod	耐聽	耐聽	ADJ	1
耐聽	耐聽	ADJ	conj	有	有	VERB	1
和	和	CCONJ	cc	有	有	VERB	1
詞意	詞意	NOUN	obj	有	有	VERB	1
.	.	PUNCT	punct	公開	公開	VERB	1
末	末	ADP	acl	年	年	NOUN	1
梅特涅	梅特涅	PROPN	nsubj	討論	討論	VERB	1
回國	回國	VERB	acl	討論	討論	VERB	1
開	開	VERB	acl	討論	討論	VERB	1
個	個	NOUN	clf	星期	星期	NOUN	1
星期	星期	NOUN	det	會議	會議	NOUN	1
的	的	PART	case:dec	星期	星期	NOUN	1
會議	會議	NOUN	obj	開	開	VERB	1
拿破崙	拿破崙	PROPN	nsubj	捲入	捲入	VERB	1
捲入	捲入	VERB	amod	期間	期間	NOUN	1
西班牙	西班牙	PROPN	nmod	戰爭	戰爭	NOUN	1
戰爭	戰爭	NOUN	obj	捲入	捲入	VERB	1
期間	期間	NOUN	obl	入侵	入侵	VERB	1
入侵	入侵	VERB	acl:relcl	性	性	PART	1
法國	法國	PROPN	obj	入侵	入侵	VERB	1
的	的	PART	mark:relcl	入侵	入侵	VERB	1
性	性	PART	obj	討論	討論	VERB	1
他	他	PRON	nsubj	不是	不是	VERB	1
把	把	VERB	aux:caus	留	留	VERB	1
家人	家人	NOUN	obj	留	留	VERB	1
留	留	VERB	acl	不是	不是	VERB	1
了	了	PART	dep	留	留	VERB	1
巴黎	巴黎	PROPN	iobj	留	留	VERB	1
讓	讓	VERB	xcomp	不是	不是	VERB	1
他	他們	PRON	nsubj	回國	回國	VERB	1
長途跋涉	長途跋涉	VERB	acl	回國	回國	VERB	1
回國	回國	VERB	ccomp	讓	讓	VERB	1
在	在	ADP	case	入侵	入侵	VERB	1
